Jan '16,157
Feb '16,292.2
Mar '16,253
Apr '16,142
May '16,138
Jun '16,181.5
Jul '16,142
Aug '16,179
Sept '16,234.3
Oct '16,216
Nov '16,723.8
Dec '16,997
Jan '17,127
Feb '17,204
Mar '17,485
Apr '17,195
May '17,147
Jun '17,231
Jul '17,182
Aug '17,168
Sept '17,316
Oct '17,238
Nov '17,1147
Dec '17,1270
